id,url,platforma,tytul,cena,zrodlo_aktualizacja,marka,model,wersja,generacja,rocznik,przebieg,paliwo,pojemnosc,moc,nadwozie,kolor,skrzynia,naped,kraj,zarejestrowany,nr_rejestracyjny,data_dodania,ostatnia_aktualizacja,first_seen,last_seen,is_active,miasto,wojewodztwo,typ_sprzedawcy,liczba_zdjec,liczba_opcji,wyposazenie,opis,kategoria
31902,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-65c16-wywrotka-siatkowa-kiper-wywrot-x-3-strony-4-20-cm-dlugi-8-e-palet-renomowanej-firmy-romcar-2900-kg-ladownosc-rozstaw-osi-4100-mm-hak-3500-kg-40-tys-km-przeb-stan-auta-jak-nowy-ID6HJe2D.html,otomoto,iveco Daily,159500,2026-01-18 13:46:35,Iveco,DAILY 65C16 Wywrotka Siatkowa Kiper Wywrot x 3 Strony 4.20 CM Długi 8 E.Palet Renomowanej Firmy ROMCAR 2900 Kg Ładowność Rozstaw Osi 4100 mm HAK 3500 Kg 40 Tys Km Przeb. Stan Auta JAK NOWY,,,2021,42174,Diesel,2998,160,Wywrotka,Biały,Manualna,,,Tak,,2026-01-21 14:10:49,2026-01-21 14:10:52,2026-01-21 14:10:49,2026-01-21 14:10:52,1,Daleszyce,Świętokrzyskie,Dealer,39.0,17.0,"ABS, Alarm, ASR (kontrola trakcji), Bluetooth, Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Hak/Zaczep, Immobilizer, Klimatyzacja automatyczna, Komputer pokładowy, Poduszka powietrzna kierowcy, Radio fabryczne, Tempomat, Wielofunkcyjna kierownica, Tachograf, Wspomaganie kierownicy","Firma MAT-MAR Zaprasza Do Zapoznania Się Z Szeroką Ofertą Samochodów Używanych Oraz Nowych : • Możliwość Bezpłatnego Sprawdzenia Powłoki Lakierniczej Miernikiem Lakieru • Autentyczność Przebiegu - Pełna Historia Serwisowa • Gwarancja Legalności Pochodzenia - Sprawdzone Pochodzenie Samochodu Pod Kątem Prawnym, Z Uwzględnieniem Formy Płatności • Gwarantowany Stan Techniczny - Wykonany Został Pomiar Grubości Lakieru Oraz Sprawdzona Historia Wizyt I Napraw Serwisowych • Gwarantowane Doskonałe Przygotowanie Estetyczne W Cenie Pojazdu Wszystkie Samochody Zostały Poddane Procesowi Profesjonalnego Przygotowania Przez Nasz Dział Auto Detailing • Auta Zakupione Wyłącznie W Polskiej Sieci Dealerskiej • Pełna Pomoc W Uzyskaniu Finansowania, Kredytu, Leasingu, Pożyczki, Procedury Uproszczone Minimum Formalności Dojazd Do Klienta Na Terenie Całego Kraju, Szeroki Wachlarz Towarzystw Leasingowych Oraz Ubezpieczeniowych • Możliwość Pozostawienia Auta W Rozliczeniu Oraz Bezpłatnej Wyceny, Podsumowaniem Każdej Wyceny Jest Przedstawienie Transparentnej Oferty, Odkupujemy Wyłącznie Samochody Pochodzące Z Polskiej Sieci Dealerskiej • Na Terenie Całego Kaju Dostarczymy Pod Wskazany Adres Przez Ciebie Zakupiony Egzemplarz Z Naszej Szerokiej Oferty, Koszty Transportu Po Naszej Stronie Masz Pytania Zadzwoń Udzielimy Pełnej Informacji Oferty Którą Jesteś Zainteresowany : TEL : Mateusz TEL : Mariusz Miejsce Ekspozycji, Salon Samochodów Używanych i Nowych MAT-MAR Mieści Się Pod Adresem : 26-021 Daleszyce ul. Głowackiego 45 CENA + 23% FAKTURA VAT DO NEGOCJACJI Przedmiotem Sprzedaży jest Samochód Dostawczy Marki : Iveco Daily 65C16 Z Najlepsza Jednostka Napędowa 3.0 HPI 160 KM Wywrotka Siatkowa Renomowanej Firmy RomCar Wywrot Kiper x 3 Skrzynia 4.20 Cm 8 Euro Palet AUTO Z POLSKIEGO SALONU BEZWYPADKOWE ŻADEN ELEMENT BLACHARSKO LAKIERNICZO NIE BYŁ OD NOWOŚCI NAPRAWIANY ORAZ PONOWNIE LAKIEROWANY 100% GWARANCJA PRZEBIEGU Data Rejestracji 01.07.2021 Rok Produkcji: 2021 Przebieg Samochodu To Jedyne 42 Tys Km Silnik: 3.0 HPI 160 KM Na Euro 6 Rozrząd Na Łańcuchu Możliwość Sprawdzenia Wiarygodności Stanu I Przebiegu Na Autoryzowanej Stacji IVECO DMC 6500 kg Ładowność: 2900 Kg Liczba Miejsc : 3 Rosław Osi: 4100 MM Resory Tylne Wzmacniane Stabilizator Tylnej Osi Pod Ramą Amortyzatory Wzmocnione Wzmocnione Resory i Amortyzatory z Przodu Skrzynia Biegów: 6-Biegów Koła 225/75 R 16 C Ogumienie 99 % Do Jazdy Hak Maksymalna Masa Całkowita Przyczepy Z Hamulcem To 3500 Kg Maksymalna Masa Całkowita Przyczepy Bez Hamulca To 750 Kg Zabudowa KIPER TRZY STRONY ORYGINAŁ Producent RomCar Zabudowa Stalowa Wzmacniana Burty Aluminiowe Rama Zabudowy Stalowa Pokryta Ocynkiem Nadstawki Z Siatki Wymiary Wewnętrzne Przestrzeni Ładunkowej : Długość - 4.20 cm Szerokość - 2.20 cm Wysokość Burty - 40 cm + Siatki 100 cm WYPOSAŻENIE: • ABS • ASR • ESP • Hill Holder (Układ Ułatwiający Ruszanie Z Miejsca Na Wzniesieniach) • Poduszka Powietrzna Kierowcy AIR-BAG • Wspomaganie Układu Kierowniczego • Immobilizer • Centralny Zamek z Pilota • Tempomat • Ogranicznik Prędkości • Światła Do Jazdy Dziennej • Halogeny Przednie • Doświetlanie Zakrętów • Klimatyzacja • Elektrycznie Podnoszone Szyby • Elektrycznie Ustawiane Lusterka Boczne + Podgrzewane • Radio Fabryczne • Kierownica Wielofunkcyjna , Ze Sterowaniem Radia I Telefonu Komórkowego • Pneumatyczny Fotel Kierowcy Regulowany w 3 Płaszczyznach Fotel Boczny Podwójny • Półka Nad Przednią Szybą • Pakiet Schowków • Tachograf Wnętrz Kabiny NOWY !!! Stan Tapicerki NOWY !!! Stan Wizualny Jak I Techniczny NOWY !!! Informacje Umieszczone Na Stronie Internetowej Służą Jedynie Celom Informacyjnym I Nie Stanowią Oferty W Rozumieniu art. 66 § 1 Kodeksu Cywilnego. Nie Stanowią Również Zapewnienia W Rozumieniu art. 5561 § 1 pkt 2 oraz art. 5561 § 2 Kodeksu Cywilnego Ani Oświadczenia Gwarancyjnego, O Którym Mowa w art. 577 § 1 i nast. Kodeksu Cywilnego. Indywidualne Uzgodnienie Właściwości I Specyfikacji Pojazdu Następuje W Umowie Sprzedaży. Sprzedawca Nie Odpowiada Za Ewentualne Błędy Lub Nieaktualność Ogłoszenia.",dostawcze
31901,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35c16-v-ID6HRBIK.html,otomoto,iveco Daily,84999,2026-01-18 13:48:33,Iveco,Daily 35C16 V,,,2022,68000,Diesel,2300,160,Furgon (blaszak),Biały,Manualna,,,,,2026-01-21 14:10:47,2026-01-21 14:10:49,2026-01-21 14:10:47,2026-01-21 14:10:49,1,Limanowa,Małopolskie,Dealer,34.0,4.0,"Radio fabryczne, CD, Klimatyzacja manualna, Poduszka powietrzna kierowcy","IVECO 35 16 C / 160 KM FURGON - BLASZAK L5 - L5 MAX MAX -- Dł paki 4.7 m Rok Pr. 2022 Manual !! Przebieg TYLKO !! 68 tyś !! Serwis ASO Klima ABS , ESP Airbag Radio CD Wspomaganie Central zamek Czujniki parkowania Podest aluminiowy do wjazdu na pakę / możliwość demontażu .... Gotowy do Pracy !! Nie wymaga wkładu finansowego !! Na prawo jazdy kat B ... Zapraszam Limanowa TEL . - Dodatkowe informacje: liczba poduszek powietrznych: 1, liczba miejsc: 3 Numer oferty: AKL3KZ74",dostawcze
31900,https://www.otomoto.pl/dostawcze/oferta/iveco-35s18-l3h2-109999zl-netto-3-0hpi-180km-ID6HO7e2.html,otomoto,iveco Daily,109999,2026-01-18 13:50:00,Iveco,35s18 L3H2 *109999zł NETTO* 3.0HPi/180KM,,,2022,114000,Diesel,2998,180,Furgon (blaszak),Biały,Automatyczna,,,,,2026-01-21 14:10:45,2026-01-21 14:10:47,2026-01-21 14:10:45,2026-01-21 14:10:47,1,Goślinowo,Wielkopolskie,Dealer,33.0,18.0,"Bluetooth, Radio fabryczne, Elektryczne szyby, Przesuwane drzwi, Regulowane zawieszenie, ASR (kontrola trakcji), Wielofunkcyjna kierownica, Klimatyzacja automatyczna, Nawigacja GPS, Tempomat, Wspomaganie kierownicy, ABS, Centralny zamek, ESP (stabilizacja toru jazdy), Immobilizer, Komputer pokładowy, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera","Cena netto 109 999PLN (brutto 135 299PLN) Dzień Dobry, Firma Truck Gozdowscy s.c oferuje Iveco 35S18 L3H2 Rok produkcji 2022 3.0 HPi / 180KM / EURO 6 Skrzynia AUTOMATYCZNA ! Przebieg: 114 000 km OŚWIADCZAM, ŻE AUTO MA ORYGINALNY PRZEBIEG ZA CO GWARANTUJE POD ODPOWIEDZIALNOŚCIĄ KARNĄ WEDŁUG art.286 $ 1KK. -------------------------------------------------------------------------------------------------------------------------------------------------------- !!!WYPOSAŻENIE!!! Klimatronik 3 miejsca siedzące Komfotrowe siedzenie kierowcy pnemuatyczne Zawieszenie - poduszki pneumatyczne Kamera cofania Tempomat Poduszka powietrzna kierowcy i pasażera Elektryczne szyby Elektryczne lusterka Komputer pokładowy Centralny zamek w pilocie System ABS -------------------------------------------------------------------------------------------------------------------------------------------------------- AUTO MOŻNA OBEJRZEĆ W MIEJSCOWOŚCI GOŚLINOWO 1B (WYLOT Z GNIEZNA W KIERUNKU BYDGOSZCZY, STARA TRASA. JADĄC OD STRONY CENTRUM, NA WYSOKOŚCI STACJI MOL SKRĘCAMY W LEWO, A NASTĘPNIE PO 10 METRACH W PRAWO KIERUNEK PYSZCZYN) Od poniedziałku do piątku w godzinach od 9 do 17 W soboty od 9 do 13 -------------------------------------------------------------------------------------------------------------------------------------------------------- Stan pojazdu bardzo dobry, auto gotowe do rejestracji -------------------------------------------------------------------------------------------------------------------------------------------------------- !!!!!!!!!!!UWAGA!!!!!!!!!!! LEASING, KREDYT DECYZJA W CIĄGU 30 MINUT UPROSZCZONA PROCEDURA CZAS REALIZACJI 3-4 DNI",dostawcze
31899,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HRBI6.html,otomoto,iveco Daily,63960,2026-01-18 13:51:23,Iveco,DAILY,,,2016,616827,Diesel,2998,170,Chłodnia/izoterma,Biały,Automatyczna,,,,,2026-01-21 14:10:43,2026-01-21 14:10:45,2026-01-21 14:10:43,2026-01-21 14:10:45,1,Nochowo,Wielkopolskie,Prywatny,10.0,6.0,"ABS, Bluetooth, Poduszka powietrzna kierowcy, Tempomat, Radio fabryczne, ESP (stabilizacja toru jazdy)",Sprzedam Iveco daily ze silnikiem 3.0. Rok produkcji 2016. Przebieg 616 tyś. Ma możliwość podłączenia do prądu agregatu (220V). Wymiary zabudowy: długość 350 cm szerokość 185 cm wysokość 200 cm,dostawcze
31898,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HPO11.html,otomoto,iveco Daily,138867,2026-01-18 13:54:00,Iveco,Daily,,,2019,94734,Diesel,3000,180,Skrzynia,Szary,Manualna,,Polska,Tak,,2026-01-21 14:10:41,2026-01-21 14:10:43,2026-01-21 14:10:41,2026-01-21 14:10:43,1,Daleszyce,Świętokrzyskie,Dealer,30.0,19.0,"ABS, ASR (kontrola trakcji), Immobilizer, Centralny zamek, Elektryczne szyby, Komputer pokładowy, Tempomat, Wspomaganie kierownicy, Winda, Tachograf, CB radio, Wielofunkcyjna kierownica, Bluetooth, ESP (stabilizacja toru jazdy), Regulowane zawieszenie, Hak/Zaczep, Radio fabryczne, CD, Klimatyzacja automatyczna","REZERWACJA !!!! REZERWACJA !!!! REZERWACJA !!!! LINK do prezentacji wideo na YouTube: https://www.youtube.com/watch?v=P4ahUft_vWI Sprzedam Iveco Daily 70C18 3.0/180KM Doka_Brygadowy 7 - osobowy + Skrzynia 5m + HAK, Rozstaw osi - 4.750m DMC - 7000 kg, Ładowność - 3560 kg, Tylne Koła Bliźniacze. DMP - 3500 kg, Ładowność - 750 kg, DMCZP - 10500 kg DMCZP - Dopuszczalna Masa Całkowita Zespołu Pojazdu Samochód w bardzo dobrym stanie technicznym jak i wizualnym. Pełna dokumentacja, zakupiony i serwisowany w polskim salonie. Użytkowane od początku przez jednego właściciela. Gotowe do jazdy. **** Więcej zdjęć na stronie tmk.otomoto.pl **** FAKTURA 23% + VAT CENA DO UZGODNIENIA TEL. - (WhatsApp, Viber) TEL. . Przebieg autentyczny (100%) do sprawdzenia w IVECO lub na portalu: https://historiapojazdu.gov.pl Nr Rej.: CMG82N2 Nr Vin: ZCFC170D9K5294289 I Rejestracja: 17.04.2019 ZABUDOWA SKRZYNIA 10 - EURO PALET: DŁUGOŚĆ - 500 cm SZEROKOŚĆ - 228 cm WYSOKOŚĆ - 40 cm WYPOSAŻENIE DODATKOWE: * DODATKOWE Z TYŁU PODPORY DO ZAŁADUNKU * ELEKTRYCZNE I PODGRZEWANE LUSTERKA * TYLNE ZAWIESZRNI PNUMATYCZNE * WSPOMAGANIE KIEROWNICY * PNEUMATYCZNE SIEDZENIE * 7-MIEJSCA W KABINIE * CENTRALNY ZAMEK * KLIMATYZACJA * PODŁOKIETNIK * IMMOBILIZER * TEMPOMAT * CB RADIO * ABS/ASR CENA DO UZGODNIENIA FAKTURA 23% + VAT TEL. - (WhatsApp, Viber) TEL. . MOŻLIWOŚĆ SPRZEDAŻY RATALNEJ -- KREDYT LUB LEASING -- BEZ BIKU -- NOWOŚĆ !!! PROPONUJEMY LEASING DLA NOWYCH DZIAŁALNOŚCI GOSPODARCZYCH JUŻ OD PIERWSZEGO DNIA -- LEASING NA START -- PROCEDURY UPROSZCZONE -- - Dodatkowe informacje: liczba miejsc: 7, kraj pochodzenia: Polska Numer oferty: AKL3KD7K",dostawcze
31897,https://www.otomoto.pl/dostawcze/oferta/ford-transit-connect-ID6HOyFP.html,otomoto,ford Transit,39900,,ford,Transit,,,0,0,,0,0,,,,,,,,2026-01-21 14:10:39,2026-01-21 14:10:39,2026-01-21 14:10:39,2026-01-21 14:10:39,1,Olsztyn,Warmińsko-mazurskie,,,,,,dostawcze
31896,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-35s16-ID6HMHds.html,otomoto,iveco Daily,93480,2026-01-18 13:55:00,Iveco,Daily 35S16,,,2016,155188,Diesel,2300,155,Chłodnia/izoterma,Biały,Manualna,,Polska,Tak,,2026-01-21 14:10:38,2026-01-21 14:10:41,2026-01-21 14:10:38,2026-01-21 14:10:41,1,Warszawa,Mazowieckie,Dealer,12.0,7.0,"ASR (kontrola trakcji), Bluetooth, Elektryczne szyby, Immobilizer, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera, Radio fabryczne","Iveco Daily 35S16 | 2016 | 2.3 Diesel 155 KM | * Niski Przebieg! * Salon Polska! * Bezwypadkowy! Iveco Daily 35S16 z 2016 roku to solidny i niezawodny samochód dostawczy, który świetnie sprawdza się w codziennej pracy, zarówno przy transporcie lokalnym, jak i na dłuższych trasach. Wyposażony w trwały i dynamiczny silnik 2.3 Diesel o mocy 155 KM, zapewnia wysoką kulturę pracy, niskie spalanie oraz dużą wytrzymałość jednostki napędowej. Pojazd ma przebieg 156 188 km, co przy tej konstrukcji jest wartościową i bezproblemową eksploatacją — model uchodzi za jeden z najbardziej żywotnych w swojej klasie. Auto utrzymane w dobrym stanie technicznym i wizualnym, gotowe do dalszej pracy bez dodatkowego wkładu finansowego. Wyposażenie – m.in.: ✔ Klimatyzacja ✔ Tempomat ✔ Radio z Bluetooth / USB ✔ Elektryczne szyby ✔ Elektryczne lusterka ✔ Centralny zamek ✔ Wzmocnione zawieszenie ✔ ABS / ESP ✔ Podłokietnik kierowcy ✔ Komputer pokładowy ✔ Przestrzeń ładunkowa w bardzo dobrym stanie Oraz wiele innych... W sprawie bliższych informacji proszę o kontakt z opiekunem samochodu: Damian Zboch Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia. Możliwość zostawienia auta w rozliczeniu, zapraszamy na darmową wycenę. Kupujący zwolniony z opłaty skarbowej (Nie płaci podatku PCC 2%) Atrakcyjny kredyt lub leasing! Minimum formalności! Możliwość sprawdzenia samochodu w dowolnej stacji diagnostycznej, serwisie aso itp. Na miejscu możliwość odbycia jazdy próbnej, wgląd w dokumentację samochodu, pomiar czujnikiem lakieru Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, § 1. Kodeksu Cywilnego.",dostawcze
31895,https://www.otomoto.pl/dostawcze/oferta/ford-transit-ID6HOgOr.html,otomoto,Ford Transit,12300,2026-01-20 08:58:18,Ford,Transit,,,2000,354000,Diesel,2400,120,Skrzynia,Granatowy,Manualna,,Polska,Tak,,2026-01-21 14:10:37,2026-01-21 14:10:39,2026-01-21 14:10:37,2026-01-21 14:10:39,1,Sopot,Pomorskie,Prywatny,9.0,4.0,"Klimatyzacja manualna, Poduszka powietrzna kierowcy, Radio fabryczne, Wspomaganie kierownicy","samochód dostawczy, skrzyniowy, pierwszy właściciel, w pełni sprawny, badanie techniczne ważne do 13.08.2026r. Faktura VAT",dostawcze
31894,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HRBLd.html,otomoto,iveco Daily,99900,2026-01-18 13:57:44,Iveco,Daily,,,2023,380000,Diesel,2999,180,Autolaweta,Niebieski,Automatyczna,,,Tak,,2026-01-21 14:10:36,2026-01-21 14:10:38,2026-01-21 14:10:36,2026-01-21 14:10:38,1,Sławsk,Wielkopolskie,Dealer,10.0,17.0,"Hak/Zaczep, Kabina sypialna, Nawigacja GPS, Bluetooth, Poduszka powietrzna kierowcy, Poduszka powietrzna pasażera, Regulowane zawieszenie, Wspomaganie kierownicy, ASR (kontrola trakcji), Alarm, ABS, CB radio, Elektryczne szyby, ESP (stabilizacja toru jazdy), Klimatyzacja automatyczna, Komputer pokładowy, Ogrzewanie postojowe","Witam, Sprzedam Autolaweta Serwisowana co 15-18 tys km. Olej w skrzyni co 100 tys km Samochód nigdy nas nie zawiódł Spanie Spojkar Oklejony folia PPF w kolorze niebieskim, oryginał biały Export 99900",dostawcze
31893,https://www.otomoto.pl/dostawcze/oferta/ford-transit-connect-ID6HRI0E.html,otomoto,Ford Transit Connect,59655,2026-01-20 09:31:27,Ford,Transit Connect,,,2023,156000,Diesel,1495,100,Furgon (blaszak),Biały,Manualna,,,Tak,,2026-01-21 14:10:35,2026-01-21 14:10:37,2026-01-21 14:10:35,2026-01-21 14:10:37,1,Tychy,Śląskie,Dealer,31.0,15.0,"ABS, ASR (kontrola trakcji), Bluetooth, Centralny zamek, Czujniki parkowania, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja manualna, Komputer pokładowy, Poduszka powietrzna kierowcy, Przesuwane drzwi, Radio fabryczne, Wielofunkcyjna kierownica, Wspomaganie kierownicy","GRUPA MIRAI AUTORYZOWANY DEALER FORD OFERUJE: CONNECT ✔️ Wersja wyposażenia: L2 ✔️ Silnik: 1.5 (Diesel) 100KM ✔️ Skrzynia biegów: Manualna ✔️ Rok produkcji : 2023 ✔️ Faktura VAT 23% ✔️ Możliwość dodatkowej GWARANCJI ─────────────────── Przedmiotem sprzedaży jest Ford Transit Connect w wersji L2. Samochód napędza sprawdzony silnik diesla o mocy 100KM, który w połączeniu z manualną skrzynią daje rewelacyjne wrażenia z jazdy. Średnie spalanie w cyklu mieszanym to zaledwie 5/6 litrów na 100km. Prezentowany egzemplarz od nowości był w posiadaniu tylko jednego właściciela. Posiada pełna historię serwisową, wszystkie serwisy wykonywany w ASO Forda'a według zaleceń producenta. Pomimo użytkowego przeznaczenia, Ford Connect oferuje zaskakująco dobre właściwości jezdne – prowadzi się niemal jak samochód osobowy. ─────────────────── Historia serwisowa: -155104km - 16.09.2025 - Przegląd w serwisie Forda / Wymiana oleju / filtra oleju / filtra zapachów -119208km - 25.02.2025 - Przegląd w serwisie Forda / Wymiana oleju / filtra oleju / filtra zapachów / filtr paliwa / filtr powietrza / płyn hamulcowy / przednie tarcze i klocki hamulcowe - 61225km - 19.03.2024 - Przegląd w serwisie Forda / Wymiana oleju / filtra oleju / filtra zapachów / filtr paliwa / filtr powietrza - 37462km - 06.11.2023 - Przegląd w serwisie Forda / Wymiana oleju / filtra oleju / filtra zapachów ─────────────────── ZAPYTAJ O MOŻLIWOŚĆ POZOSTAWIENIA SAMOCHODU W ROZLICZENIU ─────────────────── WYPOSAŻENIE ✔️ czujniki parkowania tył ✔️ elektryczne szyby ✔️ elektryczne lusterka ✔️ centralny zamek sterowany pilotem ✔️ komputer pokładowy ✔️ skórzana kierownica z regulacją ✔️ zdalne sterowanie z kierownicy ✔️ zestaw głośnomówiący z bluetooth ✔️ podgrzewana przednia szyba ✔️ podgrzewane boczne lusterka ✔️ podgrzewane dysze spryskiwaczy ✔️ podłokietnik ✔️ wejście USB ✔️ klimatyzacja ✔️ system START / STOP ─────────────────── FORMA SPRZEDAŻY : ✔️ Leasing ✔️ Kredyt ✔️ Wynajem długoterminowy ✔️Zakup gotówkowy - przelew ─────────────────── GWARANCJA Bezpieczeństwo użytkowania samochodu również używanego. Nie musi być nowy, żeby nie obawiać się kosztów napraw ewentualnych usterek. ✔️ Naprawy wykonane w autoryzowanych stacjach dealerskich danej marki. ✔️Bezgotówkowa forma rozliczenia. ✔️Ochrona obowiązująca w całej Europie. ✔️Możliwość przedłużenia okresu ochrony ─────────────────── FINANSOWANIE I UBEZPIECZENIE ✔️W swojej ofercie posiadamy szeroki wachlarz finansowań. ✔️Współpracują z nami największe banki i firmy leasingowe. ✔️Kredytujemy samochody bez wkładu własnego Kupującego. ✔️Posiadamy korzystny leasing na okres nawet do 84 miesięcy i to od 0% opłaty wstępnej. ✔️Uproszczona procedura kredytowa i leasingowa dla wybranych Klientów jest naszym standardem. ✔️W ofercie posiadamy finansowania dla nowych firm – już od pierwszego dnia działalności. ✔️Jeśli chodzi o ubezpieczenia komunikacyjne, możemy je zaproponować z najniższymi możliwymi stawkami w wiodących na rynku firmach ubezpieczeniowych –PZU, Warta i Generali – dodatkowo proponujemy ubezpieczenie GAP na okres nawet5 lat oraz pakiety dealerskie ubezpieczeń komunikacyjnych. W PRZYPADKU ZAKUPU SAMOCHODU Z NASZYM FINANSOWANIEM PROPONUJEMY DODATKOWE RABATY LUB DOPOSAŻENIE ─────────────────── Dodatkowych informacji na temat ogłoszenia, udzielimy pod numerem telefonu : ☎ kom Jakub: mail: jakub.broda(małpa)mirai-motors.pl Michał: mail: michal.galas(małpa)mirai-motors.pl Paweł: mail: pawel.gorny(małpa)mirai-motors.pl Mirai Motors Sp. Z o.o. Sp.k. AUTORYZOWANY SALON I SERWIS FORD Tychy, ulica Zacisze 65 ─────────────────── *Niniejsze ogłoszenia nie stanowią oferty w myśl art. 66 § 1 Kodeksu Cywilnego, a jedynie zaproszenie do zawarcia umowy. Jednocześnie informujemy, iż ogłoszenie ma na celu przedstawienie Państwu szerokiej gamy samochodów znajdujących się w naszej ofercie (dostępnych na magazynie).",dostawcze
31892,https://www.otomoto.pl/dostawcze/oferta/iveco-daily-ID6HPNSa.html,otomoto,iveco Daily,32200,2026-01-18 13:59:00,Iveco,Daily,,,2008,151200,Diesel,2300,120,Skrzynia,Biały,Manualna,,Niemcy,Tak,,2026-01-21 14:10:34,2026-01-21 14:10:36,2026-01-21 14:10:34,2026-01-21 14:10:36,1,Lipnica Murowana,Małopolskie,Prywatny,7.0,7.0,"ABS, Elektryczne szyby, ESP (stabilizacja toru jazdy), Hak/Zaczep, Poduszka powietrzna kierowcy, Radio niefabryczne, Wspomaganie kierownicy","Witam Do zaoferowania na sprzedaż posiadam Iveco Daily Z silnikiem o pojemności 2,3 litra i mocy 120km. Auto przyjechało z Niemiec. W Niemczech samochód uzytkowany był przez sluzby miejskie Zapraszam to oględzin i jazdy przez próbnej. Auto zarejestrowane i ubezpieczone",dostawcze
31891,https://www.otomoto.pl/dostawcze/oferta/ford-transit-ID6HOfSK.html,otomoto,Ford Transit,47900,2026-01-20 11:27:00,Ford,Transit,,,2019,180000,Diesel,1995,130,Furgon (blaszak),Biały,Manualna,,,Tak,,2026-01-21 14:10:32,2026-01-21 14:10:35,2026-01-21 14:10:32,2026-01-21 14:10:35,1,Warszawa,Mazowieckie,Dealer,13.0,16.0,"ABS, ASR (kontrola trakcji), Bluetooth, Centralny zamek, Elektryczne szyby, ESP (stabilizacja toru jazdy), Immobilizer, Klimatyzacja manualna, Komputer pokładowy, Poduszka powietrzna kierowcy, Radio fabryczne, Tempomat, Wielofunkcyjna kierownica, Wspomaganie kierownicy, Czujniki parkowania, Przesuwane drzwi","!!! Zapraszamy do nowej lokalizacji 02-844 Warszawa ul. Puławska 557 !!! FORD TRANSIT L2H2 TREND od pierwszego właściciela z oszczędnym i dynamicznym silnikiem 2.0 TDCI-130KM (EURO-6), oraz z 6-cio biegową skrzynią biegów !!! Bezwypadkowy, serwisowany w ASO z kompletną dokumentacją w bardzo dobrym stanie technicznym i wizualnym !!! - udokumentowany oryginalny przebieg - 181.000 km gwarantowany !!! Pełna historia serwisowa !!! - nie był eksploatowany w Polsce !!! Bogate wyposażenie dodatkowe: - KLIMATYZACJA - KOMPUTER - WSPOMAGANIE KIEROWNICY - KIEROWNICA SKÓRZANA WIELOFUNKCYJNA - AIR BAG - ABS - ESP - ASR - ELEKTRYCZNE SZYBY - ELEKTRYCZNE I PODGRZEWANE LUSTERKA - CENTRALNY ZAMEK Z PILOTEM - RADIO STEROWANE Z KIEROWNICY - BLUETOOTH - ŚWIATŁA DOŚWIĘTLAJĄCE ZAKRĘTY - ŚWIATŁA LED DO JAZDY DZIENNEJ - IMMOBILZER - TEMPOMAT - CZUJNIKI PARKOWANIA (PRZÓD I TYŁ) - HALOGENY - DUŻA FABRYCZNA ŁADOWNOŚĆ: 1.084 KG !!! PEŁEN !!! odpis vat-u z faktury zakupu oraz paliwa ( VAT 1A ) Cena bez podatku. Sprzedaż na podstawie FV 23% Na miejscu: - Leasing operacyjny bez wpłaty (autoryzowany dostawca do mLeasing, Alior Leasing, Millenium, EFL Leasing. ING, Santander i wielu innych) - Kredyt, atrakcyjne raty (do 100% wartości pojazdu) - Preferencyjny pakiet ubezpieczeniowy - Zapraszamy na jazdę próbną - W ofercie wiele aut dostawczych - od ręki !!! - Pełna oferta na stronie DEALERA UWAGA !!! Przed przyjazdem prosimy o kontakt w celu ustalenia parametrów oraz aktualności ogłoszenia !!! I REJ 29/11/2018, MODEL 2019 Informacja na w/w stronie internetowej służy celom informacyjnym na podstawie ustawy z dnia 27.vii.2002 roku kodeksu cywilnego Art. 4, o szczególnych warunkach sprzedaży konsumenckiej nie stanowi oferty oraz opisu towaru.",dostawcze
